# %ECSV 1.0
# ---
# datatype:
# - {name: e_ref, unit: TeV, datatype: float64, format: .3f}
# - {name: e_min, unit: TeV, datatype: float64, format: .3f}
# - {name: e_max, unit: TeV, datatype: float64, format: .3f}
# - {name: e2dnde, unit: erg / (cm2 s), datatype: float64, format: .3e}
# - {name: e2dnde_err, unit: erg / (cm2 s), datatype: float64, format: .3e}
# - {name: e2dnde_errp, unit: erg / (cm2 s), datatype: float64, format: .3e}
# - {name: e2dnde_errn, unit: erg / (cm2 s), datatype: float64, format: .3e}
# - {name: e2dnde_ul, unit: erg / (cm2 s), datatype: float64, format: .3e}
# - {name: ts, unit: '', datatype: float64, format: .3f}
# - {name: sqrt_ts, unit: '', datatype: float64, format: .3f}
# - {name: npred, unit: '', datatype: string, subtype: 'float64[10]'}
# - {name: npred_excess, unit: '', datatype: string, subtype: 'float32[10]'}
# - {name: stat, datatype: float64, format: .3f}
# - {name: is_ul, datatype: bool}
# - {name: counts, unit: '', datatype: string, subtype: 'float64[10]'}
# - {name: success, unit: '', datatype: bool}
# - {name: norm_scan, unit: '', datatype: string, format: .3f, subtype: 'float64[11]'}
# - {name: stat_scan, datatype: string, format: .3f, subtype: 'float64[11]'}
# meta: !!omap
# - {SED_TYPE: e2dnde}
# - {UL_CONF: 0.9544997}
# schema: astropy-2.0
e_ref e_min e_max e2dnde e2dnde_err e2dnde_errp e2dnde_errn e2dnde_ul ts sqrt_ts npred npred_excess stat is_ul counts success norm_scan stat_scan
0.12589254117941673 0.10000000000000002 0.15848931924611137 4.606453072549558e-13 8.284661467122946e-14 8.317517511985353e-14 8.252193603199163e-14 6.276993685278861e-13 32.32554452100885 5.68555577942991 [398.71302870552165,405.2865451886349,396.91477363656696,405.43297472735475,401.77836095458997,419.720011642476,390.9139981497637,410.6188117713837,400.70621565983527,401.5594479038213] [38.357357025146484,38.357357025146484,38.357357025146484,38.357357025146484,38.357357025146484,38.357357025146484,38.357357025146484,38.357357025146484,38.357357025146484,38.357357025146484] 5.982499609664956 False [404.0,406.0,400.0,418.0,403.0,392.0,394.0,390.0,396.0,427.0] True [0.2,0.275945932292243,0.3807307877431757,0.5253055608807534,0.7247796636776955,0.9999999999999998,1.3797296614612147,1.9036539387158784,2.6265278044037665,3.623898318388476,4.999999999999999] [29.531965972641046,26.575513242303714,22.832189584831212,18.300090478958737,13.234456011592556,8.461942627054668,5.984764421482396,10.101586923585273,29.41254432428468,80.25800956839157,192.3205655522397]
0.19952623149688797 0.15848931924611137 0.25118864315095807 7.176040065058659e-13 5.4569802898438783e-14 5.4860933108378276e-14 5.4293986260864964e-14 8.283169625278792e-13 199.7204549324997 14.132248757098061 [250.5777250984606,273.52988598655844,259.58210847724797,255.46916082114888,266.18266132797805,252.5031536100722,254.4218371040083,257.2027215841283,263.7110834477371,260.56933440767955] [71.63197326660156,71.63197326660156,71.63197326660156,71.63197326660156,71.63197326660156,71.63197326660156,71.63197326660156,71.63197326660156,71.63197326660156,71.63197326660156] 3.35427397251442 False [260.0,262.0,262.0,246.0,285.0,253.0,246.0,257.0,267.0,256.0] True [0.2,0.275945932292243,0.3807307877431757,0.5253055608807534,0.7247796636776955,0.9999999999999998,1.3797296614612147,1.9036539387158784,2.6265278044037665,3.623898318388476,4.999999999999999] [130.99001141205372,108.24620473300456,80.84492487502757,50.296496652665155,21.172804784890104,3.851709711319927,18.911058169296666,103.57985707949047,320.3257060956312,767.2409219755373,1589.8834928334563]
0.31622776601683805 0.25118864315095807 0.39810717055349737 1.0522801476511212e-12 6.442085379536089e-14 6.485804783459336e-14 6.39857691847981e-14 1.1828381886859046e-12 339.3767528355611 18.42218100105308 [166.84676656231943,168.2669852635283,168.065558788663,171.52431463405313,163.7872171828056,174.89038374435066,156.89135904436188,170.4974527318329,166.51781060760084,161.43749479952567] [70.44683074951172,70.44683074951172,70.44683074951172,70.44683074951172,70.44683074951172,70.44683074951172,70.44683074951172,70.44683074951172,70.44683074951172,70.44683074951172] 9.03268457752074 False [153.0,165.0,182.0,162.0,158.0,192.0,170.0,159.0,155.0,172.0] True [0.2,0.275945932292243,0.3807307877431757,0.5253055608807534,0.7247796636776955,0.9999999999999998,1.3797296614612147,1.9036539387158784,2.6265278044037665,3.623898318388476,4.999999999999999] [207.5317800508583,165.36419781586937,116.5154187388589,65.5166682193485,23.10397338009443,10.348759733702536,64.00190931845646,242.65006627743605,633.3576466570976,1359.2116166759142,2589.2274326061506]
0.5011872336272724 0.39810717055349737 0.6309573444801934 1.4318152725947096e-12 6.419548220445482e-14 6.471372619753198e-14 6.36782887691778e-14 1.562226592693591e-12 760.9188857921563 27.584758215220162 [134.370330702013,131.13387215820757,133.25345923092425,131.90073114528533,133.3626868680173,134.08478610809232,137.4207865782685,130.6714406701509,136.5993007747311,134.12424823442262] [84.5301513671875,84.5301513671875,84.5301513671875,84.5301513671875,84.5301513671875,84.5301513671875,84.5301513671875,84.5301513671875,84.5301513671875,84.5301513671875] 15.347561679770479 False [143.0,134.0,124.0,112.0,142.0,147.0,136.0,144.0,148.0,107.0] True [0.2,0.275945932292243,0.3807307877431757,0.5253055608807534,0.7247796636776955,0.9999999999999998,1.3797296614612147,1.9036539387158784,2.6265278044037665,3.623898318388476,4.999999999999999] [444.9739195191555,349.7857690074129,242.26751228839612,133.50293996570736,45.771560251709616,16.736350650206077,103.2710208133085,385.30464676884185,971.0946006827535,2005.647436709377,3683.759801662743]
0.7943282347242816 0.6309573444801934 1.0 1.7185537190773383e-12 6.751783905766305e-14 6.815698480616128e-14 6.689014439978127e-14 1.8562688750205546e-12 1210.363364910302 34.79027687314807 [111.28857052077362,110.08803966002881,107.28042781896539,111.4340898319916,105.99614737541269,109.30465270331504,110.06454077112099,105.9747489190147,110.84607218092684,111.16342917898363] [85.97379302978516,85.97379302978516,85.97379302978516,85.97379302978516,85.97379302978516,85.97379302978516,85.97379302978516,85.97379302978516,85.97379302978516,85.97379302978516] 10.708070746200974 False [127.0,99.0,115.0,104.0,96.0,103.0,103.0,106.0,108.0,133.0] True [0.2,0.275945932292243,0.3807307877431757,0.5253055608807534,0.7247796636776955,0.9999999999999998,1.3797296614612147,1.9036539387158784,2.6265278044037665,3.623898318388476,4.999999999999999] [703.9422275988466,557.1570430835034,392.5357250278905,225.88790654475656,85.25086380142739,12.48025101823896,64.49825520575382,315.9909503027627,864.899784118099,1841.3595217988534,3420.67077392351]
1.2589254117941675 1.0 1.584893192461114 1.4264981517255343e-12 5.2911960304364214e-14 5.344852678860428e-14 5.2379659294339855e-14 1.5344846370503243e-12 1569.522387489713 39.61719812770349 [97.81718303554483,98.82563712176437,99.40359222232748,101.2565133360649,99.31357196015944,99.55658279445375,100.19725579691955,99.98195053789429,99.91465059161128,98.85546030225784] [86.17478942871094,86.17478942871094,86.17478942871094,86.17478942871094,86.17478942871094,86.17478942871094,86.17478942871094,86.17478942871094,86.17478942871094,86.17478942871094] 5.799632881531124 False [108.0,93.0,108.0,104.0,97.0,84.0,101.0,93.0,105.0,102.0] True [0.2,0.275945932292243,0.3807307877431757,0.5253055608807534,0.7247796636776955,0.9999999999999998,1.3797296614612147,1.9036539387158784,2.6265278044037665,3.623898318388476,4.999999999999999] [844.1233562623459,646.3845604033027,433.505361408873,229.9934848716009,71.8088895075183,5.805973555002652,91.17364055252426,403.8047697191024,1043.5231934110138,2144.3106005442387,3888.2752095939695]
1.9952623149688802 1.584893192461114 2.5118864315095806 1.0117883682289818e-12 5.255294523866242e-14 5.3290538911705415e-14 5.1828645589001773e-14 1.1199269485988303e-12 782.7961315452427 27.97849409001926 [51.195919583989706,52.66262701910627,52.19427817540243,52.08611671083455,52.058443408693705,51.46970201098907,51.15122082590286,52.95500308694763,52.08797179372683,53.260160371959756] [44.57512283325195,44.57512283325195,44.57512283325195,44.57512283325195,44.57512283325195,44.57512283325195,44.57512283325195,44.57512283325195,44.57512283325195,44.57512283325195] 5.429514660829568 False [52.0,49.0,46.0,49.0,48.0,55.0,58.0,46.0,56.0,62.0] True [0.2,0.275945932292243,0.3807307877431757,0.5253055608807534,0.7247796636776955,0.9999999999999998,1.3797296614612147,1.9036539387158784,2.6265278044037665,3.623898318388476,4.999999999999999] [428.0831482779373,329.94265560871946,223.58172032003307,120.9912840420281,40.27635302875177,5.464019437433933,47.138880994275496,204.5467227929974,529.2223521777296,1090.2122877028737,1981.2478051302712]
3.1622776601683795 2.5118864315095806 3.9810717055349727 5.53697630763792e-13 3.558035463831041e-14 3.61852652311679e-14 3.498172868642312e-14 6.27283748850005e-13 502.4323526114186 22.415002846562803 [33.693737343281455,34.165923663099164,34.89080451944322,33.73963165428889,34.995710316170346,35.517886075486715,34.11810421468283,36.20470599686968,35.00778875450191,35.77586068735866] [29.533140182495117,29.533140182495117,29.533140182495117,29.533140182495117,29.533140182495117,29.533140182495117,29.533140182495117,29.533140182495117,29.533140182495117,29.533140182495117] 13.444106212112217 False [24.0,28.0,27.0,34.0,37.0,41.0,41.0,49.0,31.0,37.0] True [0.2,0.275945932292243,0.3807307877431757,0.5253055608807534,0.7247796636776955,0.9999999999999998,1.3797296614612147,1.9036539387158784,2.6265278044037665,3.623898318388476,4.999999999999999] [278.4041447322143,214.71456416962508,146.26438281339068,81.11380890997219,31.464901485824015,13.65379824619896,48.62414576401531,163.34938879923018,393.2999476755596,786.0220595138867,1406.0699020494958]
5.011872336272723 3.9810717055349727 6.309573444801932 2.7074529871983753e-13 3.5995841859933817e-14 3.693857633727272e-14 3.5101536797911107e-14 3.466952214327559e-13 89.9131576157297 9.482254880339893 [13.461723093731521,13.522963984742535,13.33407474460294,13.33407474460294,13.834484396841315,15.050182444768058,12.327026008285191,13.203588933159384,13.64784261493648,15.042184019276034] [9.091700553894043,9.091700553894043,9.091700553894043,9.091700553894043,9.091700553894043,9.091700553894043,9.091700553894043,9.091700553894043,9.091700553894043,9.091700553894043] 8.392873052710755 False [13.0,14.0,14.0,14.0,13.0,12.0,13.0,15.0,7.0,22.0] True [0.2,0.275945932292243,0.3807307877431757,0.5253055608807534,0.7247796636776955,0.9999999999999998,1.3797296614612147,1.9036539387158784,2.6265278044037665,3.623898318388476,4.999999999999999] [61.36790270998843,50.56388787770007,38.180138717188186,25.293816236062327,14.126550812803671,8.456730987211415,13.981615870339596,38.6759995926444,93.29747590721853,192.21248448105607,354.6864864232791]
7.943282347242814 6.309573444801932 9.999999999999998 8.799247598960545e-14 2.5389110072882542e-14 2.6289957344386735e-14 2.4524927675403186e-14 1.424342189486028e-13 15.629761440059596 3.9534493091551832 [7.033109380238743,7.356416781297969,6.8742983368178265,5.748015232274179,5.9273866569889915,7.0030548042988015,6.588558681327115,6.204263415348681,5.463103942099314,6.302245181325789] [2.920018196105957,2.920018196105957,2.920018196105957,2.920018196105957,2.920018196105957,2.920018196105957,2.920018196105957,2.920018196105957,2.920018196105957,2.920018196105957] 6.180610643813395 False [8.0,6.0,3.0,4.0,6.0,6.0,9.0,7.0,7.0,8.0] True [0.2,0.275945932292243,0.3807307877431757,0.5253055608807534,0.7247796636776955,0.9999999999999998,1.3797296614612147,1.9036539387158784,2.6265278044037665,3.623898318388476,4.999999999999999] [15.106515843100986,13.127596288212018,10.859693773407315,8.536003984696002,6.684527304730018,6.307239855235814,9.097586491707894,17.67706952418338,35.84760835540973,68.89505357040154,124.01483166443721]
